senid,sentence
730412,Số nhà 131 Ngõ 205 tổ dân phố Trung 1 xuân đỉnh quận Bắc từ liêm Hà Nội gần đình Xuân Tảo
730413,0972125040
730414,Đây sh ơi
730415,Tổng of mình h t bn
730416,Mình ck cho sh nhé
730417,Sh check cước r báo luôn mình vs ạ
730418,Ui th k thì shop ship cho mình
730419,Tối cũng đc
730420,Đc k ạ 
730421,K tìm đc ship à sh ơi
730422,Th thôi sh ship về phú thọ cho mình nhé
730423,Đc sn127 khu17 xã phú hộ tx phú thọ phú thọ
730424,Sđt 0369093538
730425,Ok ạ mai mình ck nhé
730426,Check xem nhận đc tiền of m chưa
730427,Từ sáng mình ck cho sh cứ báo đg giao dịch
730428,Kb là đã chuyển cho sh đc chưa nữa
730429,Sh nhận đc tiền mình ck chưa ạ
730430,Nguyễn lê thuỷ ạ
730431,Mình ck hệ thống cứ báo là đg giao dịch
730432,Nên mình kb sh nhận đc chưa
730433,Nên mình mới hỏi sh
730434,Là có nhận đc k
730435,Vâng có khi th 
730436,Nên mình cứ ck là lại báo đg giao dịch
730437,Mình ck ngân hàng vcb
730438,Đấy mình bảo vs sh là
730439,Mình ck nhưng cứ báo là đg dao dịch
730440,Kb ck đc cho shop chưa
730441,T ck từ ngân hàng mb
730442,Mà sh gửi hàng cho t chưa
730443,N u chưa thì cho t huỷ nhé
730444,Vì thấy mãi k thấy sh báo nhận đc tiền
730445,Nên t đặt trên shoppe r
730446,Sp nay gia bnhiu z shop
730447,Minh quan tam den sp nay
730448,Cho Minh hoi
730449,Co nhìu mẫu dể chọn chứ
730450,Vì màu nâu minh kg ưng y
730451,Khi Nao co mau
730452,Mới
730453,Ib minh nhe
730454,May nâu toi qua
730455,Minh sợ mũi đốt
730456,Ship Ve an giang bnhiu ak
730457,Ghe nay chuong tring gia 1290k
730458,Den bjo ak
730459,Ship ve an giang bnhiu nua ak
730460,Gia binh thuong sp nay la bnhiua k
730461,Minh mua thi chuyen khoang truoc 50 
730462,hay ship cod ak
730463,Minh co Mây Mau z ban
730464,E can mua 2 mẫu tren ak
730465,Sp nao het a
730466,Khi nao co hag lại ak
730467,Hay het màu xanh thui ak
730468,Sang tuan hang ve
730469,E mua 2sp
730470,Y hinh luc nay ak
730471,Shop cho mình địa chỉ mình đ n mua hàng dc ko ạ
730472,Quận j shop nhỉ
730473,Tây hồ à shop
730474,Shop coa shopee ko ạ
730475,Cả vali kéo đẩy bn shop
730476,Có 1 mài thui ạ
730477,Tháng 7 này e sinh
730478,E đag có nhu cầu muốn mua máy hút sữa
730479,Nhg nói thật e chưa có kinh nghiệm vs chưa bi t loại nào tốt và phù hợp
730480,E cũng tìm hiểu thì thấy bảo avent va medena tốt
730481,Nhg giá avent máy ms lại cao
730482,Mà máy cũ thì e phân vân ko bi t dùng có bền ko
730483,Từ 3 đ n 5 triệu c ạ
730484,E muốn mua máy hút đôi
730485,Mấy puml rút gọn là như nào hả c
730486,Bt e đi hỏi các cửa hàng kid máy madela toàn hơn 6 triệu loại ms nhất hút 2 bên
730487,Nên e cũng ko hiểu lắm nó có nhg dòng nào
730488,Nghĩa là có hộp
730489,Thì 4 3t new
730490,Còn ko hộp túi gốc là 3 7 ạ
730491,Đều hàng new 100 ạ
730492,Oke c loại 3 7 vẫn đầy đủ phụ kiện như 4 3 đúng ko ạ
730493,Vâng để e hỏi lại chồng rồi e sẽ báo lại ạ
730494,Loại này bây giờ là tiện và tốt rồi đúng ko c
730495,Nhà này giá bao nhiêu z 
730496,Bể này giá bao nhiêu bạn 
730497,Ship đ n Thanh Xuân có tính phí k bạn
730498,Mua qua shopee thì free ship ag
730499,Nha minh con ge an dặm maste La ko b
730500,Mau gi
730501,07112
730502,minh dat ben b rui day
730503,minh nhắn tin ddien thoai roi đấy
730504,Shop ơi giá mua bồn tắm lớn và phao cổ thì có chương trình giảm j ko
730505,Phao loai nay khác với loại 170 ha shop oii
730506,Phao có 2size phai ko ah
730507,Be mih 5thang dùng size lớn luôn dc ko a
730508,minh ở hcm thi co vận chuyên bồn tắm lớn duoc ko shop oii 
730509,Hoi dum mih chậu tắm lớn van chuyen dc ko
730510,Cai nay giá bao nhii vay b
730511,Neu ở Hn thi giao trong ngay ko
730512,No cồng kềnh ko ban Vi mih dih nhờ nguô xách tay đi may bay đem vao hcm
730513,Ban co hình chup thuc t dồ chơi Voi ko
730514,Đẻ minh nho nguoi ta chịu xách di ko
730515,Hix vi mai nguô nhà minh vao hcm
730516,Minh mua thì mai giao trong giờ hanh chính ko ban
730517,Còn chậu tắm thì ko chuyển dc vao hcm roi fai hok
730518,Ban oii Vay minh lay đồ chơi con Voi phao cổ size lớn
730519,Minh chuyen khoan luônn Cô gang mai giao trong ngay
730520,Chuyen tk vietcombank nbe
730521,Nhắn mih so tk Nọi dung ghi la gi
730522,Tổng tien bao nhieu ne 
730523,985k tất ca hen 
730524,Phao size lớn màu xanh cho be trai nha
730525,Nhắn mih so tk
730526,MR NGUYEN THANH HA 0903 22 44 77 Đi a chi nha 17T1 Hoàng Đạo Thu trung hoà nhân chính Hà nội
730527,Mih ck roi ban chek lai nhe
730528,Ôii bạnnoii Sáng gio đã co nguô giao hang cho tớ chưa
730529,Người nhà minh ko thay ai gọi điện nhận hàng
730530,Ốiii hối giip mih nhe Lat 6g nguoi nha mih ra sân bay roi
730531,Chịu khó giao cho ben mih truoc với
730532,Please 
730533,Ban oi đã giao duoc hàmg cho bên minh chua ah
730534,Ben mih nhan dc roi Thanks ban
730535,Cai nay gắn sao b ơi
730536,Ko khớp
730537,Shop oi con voi nay co test hàng truoc khi giao ko
730538,Vi bo pin vao ko chạy
730539,Mih dang rap pin thử lại lan nua
730540,Ko dc nua cậu gọi giúp to nhe
730541,Mih dt họ bao đang đi ngoai duong lát gọi lại
730542,Ma mih gửi hih bạn xem nay
730543,Hàng bi thi u sản phẩm
730544,Nêu đổi hàng thi sao ban
730545,Mih o hcm thi phiền qua
730546,Hộp nay thay dan băng keo
730547,Ma no cung rách
730548,Mih thay cũng cũ
730549,Hix khổ thân thằng nhóc nha minh nó cứ ngóng đồ chơi
730550,Cau dt ben kia chua
730551,Họ bảo sao
730552,Chu nhât nhà mih co ngừoi ra hn
730553,Uh th mai nha minh có ngừoi đem ra đ n thứ 6 sẽ vào lại hcm
730554,Vậy shop đổi hàng cho mih hay sao
730555,Minh ko co hoá đơn ho cho đổi ko
730556,Nhắn minh dia chi
730557,Hix Phien de sơ
730558,Chỗ đó co gần trung tâm ko
730559,Xa qua thi chac vứt cai con voi nay luon qua
730560,Uh vi mih ko ở Hn Nên nhờ nguôi đi đổi khó vô cùng
730561,Hộp mình vứt roi
730562,Vay đem con voi không qua nhe
730563,Bạn ới sáng nay minh test lại con voi va chup hih gui bên đo vi hàng thi u phụ kiện Ho bảo đổi bảo hành Minh nói là đồ mới mua thi phai đổi cái mới chứ sao lại bảo hành Thi ko thay họ noi gi 
730564,Shop ơi bên kia bảo mih liên hẹ shop đổi hàn kia
730565,Vay giờ bên nào đổi cho mih day Mih o hcm nen viec đổi tra cung bat tien lam
730566,Báo mih biet som nhe chứ để lâu quá roi ko ai họ chịu đổi
730567,Ok ban Cam on ban nhe Có gửi hộp ko ban 
730568,Nó tháo ra th nay
730569,Ok ban Cam on ban nhe Đổi cái sau bạn bắt bên ấy test truoc nhe
730570,Khi giao hàng thi bên shop giao hay bên hãng b
730571,Neu vay luc test thì nhờ bạn xem có phai ho test hàng mới cho minh ko Vay dc ko ban
730572,Ah mà hàng nay bị thi u phụ kiện cái đuôi con voi b nhe
730573,Mih đa bao với bên hãng ngay luc moi nhận
730574,Ko khéo lại bao minh trả ko đủ hàng
730575,Vay mih se gửi con voi và cả hộp
730576,Nhưng đóng gói lại như ban đầu thi chắc ko nha bạn oi
730577,Bạn nhắn giup mih họ tên nguoi nhận Quận huyện Phường xã
730578,Quận gi vay ban
730579,Shop oi bên ship hang gui đồ ra roi nhe Shop đổi hang giup mih nhe
730580,Uh mih gui may hôm chac nay mới đ n
730581,Shop oi khi nao minh nhận dc con voi
730582,Hộp đó mở ra rồi ko phải loại cài lại đuoc
730583,Thoi noi chung sao cung duoc 
730584,Hàng bên chỗ ấy ko uy tín
730585,Shop nhớ kiem tra ki
730586,Chứ ma hỏng như thê nữa khách nao mà dam ủng hộ mua tiep
730587,Minh nói là hàng bên chỗ ấy ko uy tin
730588,Minh nói hàng bên áy ko uy tín Là cũng thiện đe shop biet co gi gop bên hãng 
730589,Chu mih ko nói shop ko uy tin nhe
730590,Vay trong tuan sau mih nhan dc 
730591,Ok cam on b nhe
730592,Gui dia chi ở hcm dum mih nhe NGUYỄN ĐÌNH ANH THƯ 0903 830 566 Trừơng Âm nhạc TEDSAIGON 204 Phạm Thái Bường khu Mỹ Hưng Quận 7 TP HCM 
730593,Con này bi t đi ko shop 
730594,Giá mình tiệt trùng heanim
730595,Có bảo hành 1 năm dk b
730596,Free ship ko Ship luôn giúp mình với
730597,M ở 35 Lê Văn Lương
730598,Kích thước máy đó chính xác là bn b
730599,Lấy 2 máy
730600,Có đc free ship k
730601,Ah thui mình lấy 1 cái b mình k lấy nữa
730602,Ship giúp mình qua
730603,Tháp 2 cc Time Tower
730604,Số 35 Lê Văn Lương
730605,Sđth 0984901309 b ah
730606,M thanh toán tiền mặt nha
730607,Okiee cám ơn b nhiều nhé
730608,Hicc mà n u ship đc
730609,Từ h đ n tối thì tốt b ak
730610,Tại nhà m buổi tối hay có ng mình mới sinh em bé
730611,Okiee b
730612,Em chào chị ạ chị cho em xin giá của teknum và mige 2017 với ạ
730613,SHopcho e hoi con ma y hu t sua loa i na y nua k a 
730614,Gia sao vâyh shop
730615,Shop o ha nô i ak
730616,Shop oi ship k a 
730617,E ơ nghê an
730618,Shop ơi koi e đă t ha ng đk chưa a 
730619,E tên qua ch thi thă m ơ nghê an
730620,Thammax
730621,May ngay la nhan dk vay shop
730622,E it ssua ma thay pa ci gioi thieu may ni hut nhe Jo e rat can shop giao som cho e ti nha
730623,Nhi n con no co sua pu ma no ng ruot
730624,Tai pe nha e k pu pinh nua
730625,E cam on shop nha
730626,shop có gặm nướu hươu cao cổ bông không
730627,cho mình xin hình với
730628,hi shop shop có thảm cho baby tập bò không ah
730629,shop có những mầu nào ah
730630,bạn ơi ship hà đông có free không
730631,hi th shop ship về khu xa la hà đông bn tiền
730632,th mình lấy thì có người đ n tận nơi lắp không hay là chỉ giao thôi
730633,bạn cho mình cái này nha
730634,chiều nay ship đc k bạn
730635,tầm mấy giờ shop giao đc ah
730636,thugiang 0902999636
730637,tòa A chung cư sông nhuệ đối diện bệnh viện K tân triều 
730638,sáng nay có luôn thì tốt
730639,yeahhh thanks shop nha
730640,shop có thú nhún không
730641,con này mỏng manh lắm
730642,con nào dầy dặn 
730643,th thôi shop cho mình cái kệ thôi
730644,shop có tk không mình ck trước
730645,bạn chọn giúp mình kệ tốt không bị hỏng gì nha
730646,shop cho mình hỏi cầu trượt hola 5 in 1 với
730647,giá và mẫu shop ơi
730648,bạn giao cho mình trong tối nay nha
730649,mầu hồng cho xinh
730650,à xanh hay hồng xinh hả bạn
730651,nhìn ngoài cho nó sạch sẽ
730652,mầu xanh đi
730653,bé gái nhưng thích mầu xanh
730654,shop có người lắp không hay mình tự lắp
730655,thôi mình tự lắp D
730656,kẻo buổi tối bất tiện cho bạn ship
730657,thu giang 0902999636
730658,shop ơi mình ck nhé
730659,tại shop gần tới nhà
730660,tưởng 9h D
730661,Bidv shop ah
730662,mình gửi thông tin giao dịch cho bạn
730663,shop gọi bạn ship giúp mình với
730664,kẻo bạn ấy đòi tiền ông già xuống nhận
730665,Ship mien nam thi bn ah
730666,Mua bang cach nao zay shop
730667,Shop có chăn cho bé k
730668,Tàu hoả tập đi còn k shop
730669,M muốn mua quây bóng cho bé
730670,Loại này giá bn
730671,Shop có ảnh thật k
730672,Anh Tú tổ 9 thị trấn Khánh Yên huyện Văn Bàn tỉnh Lào Cai sdt 0973353387
730673,Shop ship cho m đc này nhé
730674,Gửi cho m 1 cái nhé
730675,Máy này giá bn shop
730676,In bõ
730677,Bể bơi giá bn b
730678,Thanh chắn giường giá bn b
730679,Ship mễ trì thượng thì bn ạ 
730680,Neeus shopee thì dc freeship đúng k ad
730681,shop có gh ăn dặm umoo k
730682,Chất liệu khác nhau à b
730683,Tks sh nhé
730684,Còn bộ này ko bạn
730685,Bớt đi
730686,Mình qua nhà lấy
730687,Có nơi bán có 1300sao nhà mình đắt th 
730688,Giá hôm nay bn
730689,Mình xem hang dc ko
730690,Ok mình qua xem và mua luôn
730691,Tạnh mưa nhr
730692,Có nhà ko mình xem mua với
730693,Ở ngach 45 chuyển rồi à
730694,Có mua luôn dc ko
730695,Mình qua luôn
730696,E tưởng bên mình đang sale còn 99k ạ
730697,Bên mình còn bình tập uống cho bé như này ko ạ 
730698,Bên shop mình có bán bình uống nước này ko ạ 
730699,Oki Th bạn ship cho mình một cốc tập uống 3 zai đoạn đấy nhé
730700,Màu xanh nước biển nhé
730701,Với ship mình thêm một cốc này nữa nhé
730702,Đ c bệnh Viện Việt Đức cổng 16 đường phủ doãn Sđt 0985832902
730703,Giá hãng 289k giá mk 199k bạn ạ
730704,Ơ cốc 199k bạn cũng h t rồi ạ
730705,Uh th để cho mình một cốc này màu xanh hoặc vàng cam nhé Vì bé nhà mình là bé trai mới 10 tháng 
730706,Uh cốc này mà
730707,Ok Th mình cốc tay đỏ nhé
730708,Oki bạn nha 
730709,Đ c mình nhắn rồi đó ạ 
730710,Th tối nay bạn ship luôn àh
730711,Oki bạn nhé khi nào đ n nơi gọi mình nhé
730712,Shop ơi Shop đi chưa 
730713,Bé nhà tớ đang quấy ở nhà
730714,Shop ship qua địa chỉ nhà cho tớ ngé
730715,Đ c ngõ 164 phố Hồng Mai
730716,Th mai nhé
730717,Th thứ hai nhé
730718,Thứ hai thì gửi qua bệnh viện việt đức cho tớ nhé Vì tớ đi làm
730719,Giá này là giá 1 thanh ạ
730720,Thanh chắn cửa nhà mình bán bn ạ
730721,S cho m hỏi máy aven hoa tuy t giá tnao 
730722,Cảm ơn b M đang nghiên cứu 
730723,Xe nhiu chiec za shop
730724,2 mẫu này xe innova gắn được ko b
730725,Cho m xem kĩ xe này với
730726,Có ship cod k bạn 
730727,Bán lẻ quây ko thì bnhieeu ạ
730728,Shop có ship cod gh ăn này k ạ E ở An Giang á shop 
730729,Mua shopee k đc giảm giá như mua fb hả shop ơi
730730,Mình xem bài đăng là 1190k á shop
730731,Hic mình mới xem bài đăng 8h trc
730732,Vì mình ở xa quá nên ship hơi cao
730733,Mình xem thấy 1190k mừng quá vô hỏi liền
730734,Mình cảm ơn shop nhe
730735,mình canh lần giảm giá sau của shop
730736,Là shop bán giá 1190k cho mình ạ 
730737,Vậy mình đặt shopee bạn đổi giá lại hay sao ạ 
730738,Okie thank shop ạ
730739,Shop ơi mình mua xe đi bên shop với bộ đồ chơi cát trên shopee mình có nt shop k thấy tl xe nhạc k lớn với đồ chơi cát bị bể xe
730740,À mình báo bộ đồ chơi cát bị bể xe á bạn
730741,Chụp ô tô thôi đúng k bạn
730742,Vậy đc k shop ơi
730743,Mình đang xem có j mình lựa đc mình báo shop nha
730744,Bạn ơi mình mua gh ăn dặm
730745,Mình đặt trên shopee bạn có bi t mình để gửi chung xe chơi cát k bạn
730746,K là xe mình bị bể
730747,Bạn nói mình đặt đơn khác
730748,Thì gửi lại xe khác cho mình á
730749,Hôm qua h mình nói chuyện trên fb là 2 ng khác nhau hay sao bạn
730750,Vậy bạn xem lại tn trên giúp mình
730751,Mình đang nói về chuyện xe hôm qua
730752,À mình hiểu oy bạn
730753,Okie thank bạn
730754,Shop có thanh 2m2 k ạ hay shop có thể od k ạ 
730755,Minh con hang nay Ko a
730756,Bao gia giu p minh luon 2c nay de minh tien so sanh nhe
730757,Minh mua tang o quang nam phi ship the nao a
730758,Kho nhi
730759,Cha le tang qua bat ngta tra cuoc
730760,Quảng nam ạ
730761,Okie ban 
730762,Vay minh lay chiê c xe
730763,Belecoo nhe
730764,Tinh tien giu p minh de minh Ck nha
730765,Minh lay them cai nay nua nhe
730766,Minh thi ch cai Địu ngoi hon a nhung gia nay thi cao qua
730767,Mình xem Ko co gia
730768,Nen Ko biet 
730769,Loại nay thi bao nhieu a
730770,Re hon loại kia a
730771,Vay lay loại tren nha ban
730772,Mau xanh kén
730773,Jean
730774,Ban tinh tien tong giu p minh de minh Ck nhe
730775,Ah quen cho minh hoi belecoo mau xam tay la mau gi vay a
730776,Mau nay ha ban
730777,Ko co mau nau ha ban
730778,La dòng nào vậy ạ
730779,Y mình là cái thanh màu đen hay màu đồng ấy bạn
730780,Do minh Ko tuong tuong đươ c
730781,Bên minh Ko co anh a
730782,Da Vay minh Ck minh pm ban nhe Minh chuyen tu Vietcombank nha
730783,gui cho m hình ảnh cu the
730784,Xe này giá bn sh
730785,Gh này sale còn bn sh
730786,Có gh ăn dặm mastela thấp k sh ơi
730787,Sp này giá bn sh ơi
730788,Có shopee k sh
730789,Ben trong binh u chat lieu j k can dien ma giu nhiet dc 6 8h
730790,Co banh xe o chan fk e
730791,Sx o dau e
730792,Ship q7bn
730793,990hay 999k e
730794,Cho m xin giá tông đơ cắt tóc vs an
730795,Cho m 1 chi c xanh dương nhé
730796,Ship tối ko b
730797,75 tam trinh sdt 0943642592
730798,Ship sau 7 rưỡi tối b nhé
730799,Cho m stk m ck tiền hàng ship
730800,Hiện xe có sẵn ở shop ko ạ
730801,Xe vinng
730802,Mình còn bộ nào cho bé 5 tháng đc k
730803,Do chơi nat bao nhiu vay ạ
730804,Minh ship bao lsu thi tới ạ
730805,Thka
730806,Sh có gh ăn dặm k ạ
